turbine_id,Ctprime,yaw,x,y,z,Cp,Cp_rms
0,2.1042522,0.0,16.21416498,0.0,0.0,0.6474898312881681,0.030678932170684913
1,2.10482285,0.0,20.637829000000004,4.053541239999998,0.0,0.35345026508972965,0.015840471051426917
2,2.10484284,0.0,25.06149302,8.107082489999996,0.0,0.39958510280019166,0.019007857779375394
3,2.10480208,0.0,29.485157049999998,12.160623729999998,0.0,0.37549124238966736,0.0246729921262389
4,2.10479973,0.0,33.90882107,16.21416498,0.0,0.3836893977715501,0.019632133175202064
5,1.46981814,0.0,12.160623739999998,4.42366402,0.0,0.6010632334429434,0.03226038027885633
6,1.52726155,0.0,16.584287760000002,8.477205259999998,0.0,0.3282779831119354,0.020610758575614504
7,1.57961505,0.0,21.00795178,12.53074651,0.0,0.3672677232153734,0.021658615587525572
8,1.61415514,0.0,25.431615800000003,16.58428775,0.0,0.3634827100624288,0.016865878614220255
9,2.10482572,0.0,29.855279820000007,20.637828999999996,0.0,0.4022029673690749,0.021846395202283493
10,1.47282867,0.0,8.107082490000003,8.84732804,0.0,0.5898962383912727,0.03201284283249391
11,1.69052342,0.0,12.53074651,12.900869280000002,0.0,0.33160120338654164,0.02159189018677822
12,1.82393487,0.0,16.954410529999997,16.954410529999997,0.0,0.385997974581483,0.015119948496439368
13,1.58586101,0.0,21.37807455,21.00795178,0.0,0.38242877545864973,0.018172846666100407
14,2.10484373,0.0,25.801738569999998,25.06149302,0.0,0.41257659061124285,0.016263745663083678
15,1.48060416,0.0,4.053541250000002,13.270992059999998,0.0,0.5799930411762073,0.021139007306471266
16,1.82833004,0.0,8.477205269999999,17.32453331,0.0,0.3376043099594863,0.015866531236572903
17,1.70780244,0.0,12.900869290000003,21.37807455,0.0,0.3427880097753242,0.0196603237145722
18,1.52780301,0.0,17.32453331,25.431615799999996,0.0,0.33705147180141737,0.015609310327595655
19,2.10482285,0.0,21.748197330000004,29.485157039999997,0.0,0.37539593197933807,0.0160801669085421
20,1.50291375,0.0,0.0,17.69465608,0.0,0.5877455279846069,0.023976812648208296
21,1.49957025,0.0,4.423664019999997,21.748197329999996,0.0,0.5900929541277988,0.024489500545501697
22,1.4742455,0.0,8.84732804,25.801738569999998,0.0,0.5872984913255153,0.023841800720445384
23,1.46981865,0.0,13.270992059999998,29.85527982,0.0,0.5997771889721425,0.027094251324747156
24,2.1042522,0.0,17.69465608,33.90882106,0.0,0.6393615603180468,0.02320985854556044
