turbine_id,Ctprime,yaw,x,y,z,Cp,Cp_rms
0,2.0,0.00022116951907612305,16.21416498,0.0,0.0,0.6432727410411171,0.03485912644280598
1,2.0,0.00022116323589081583,20.637829000000004,4.053541239999998,0.0,0.5407602114528871,0.021514229469226022
2,2.0,0.00022114438633489433,25.06149302,8.107082489999996,0.0,0.5797399459267466,0.026047970457141
3,2.0,0.00022110249843284647,29.485157049999998,12.160623729999998,0.0,0.5993686101780163,0.037006729946552575
4,2.0,0.00022105607267474339,33.90882107,16.21416498,0.0,0.5712580111258806,0.025587790282400075
5,2.0,-0.3832157345025151,12.160623739999998,4.42366402,0.0,0.5512648581418467,0.024990079705337745
6,2.0,-0.3334985906882908,16.584287760000002,8.477205259999998,0.0,0.4818887277783234,0.021219764415058687
7,2.0,-0.25174174001257166,21.00795178,12.53074651,0.0,0.5418281983490587,0.03156576834832962
8,2.0,-0.1557308881357078,25.431615800000003,16.58428775,0.0,0.5463315025245283,0.02299999077695225
9,2.0,0.00022108347434399972,29.855279820000007,20.637828999999996,0.0,0.5950122323585298,0.02204085248941119
10,2.0,-0.4135840330890229,8.107082490000003,8.84732804,0.0,0.5346205467501488,0.02497046153886978
11,2.0,-0.3347891159351481,12.53074651,12.900869280000002,0.0,0.48161791102156654,0.029066370044810545
12,2.0,-0.18790012443310644,16.954410529999997,16.954410529999997,0.0,0.5362612461350859,0.01839631594067521
13,2.0,-0.25292035614405445,21.37807455,21.00795178,0.0,0.5416052716814457,0.01980971779535139
14,2.0,0.00022114299007149274,25.801738569999998,25.06149302,0.0,0.5954078982599352,0.024015070215750292
15,2.0,-0.41182947313968066,4.053541250000002,13.270992059999998,0.0,0.5399470449653944,0.028760866063161864
16,2.0,-0.2900997356394256,8.477205269999999,17.32453331,0.0,0.48532757563114487,0.020520752735502825
17,2.0,-0.3447059051791144,12.900869290000003,21.37807455,0.0,0.4808675266554874,0.020139253171892746
18,2.0,-0.3338981236066757,17.32453331,25.431615799999996,0.0,0.48552861243802165,0.022824041164917215
19,2.0,0.00022116323589081583,21.748197330000004,29.485157039999997,0.0,0.5609177316445979,0.023864119136220528
20,2.0,-0.3975067225466352,0.0,17.69465608,0.0,0.5366986143624435,0.020179180945087652
21,2.0,-0.4243914052072191,4.423664019999997,21.748197329999996,0.0,0.5224760462649578,0.023785551398603173
22,2.0,-0.41791037269215897,8.84732804,25.801738569999998,0.0,0.5207964117647182,0.022777032090396422
23,2.0,-0.383252573167037,13.270992059999998,29.85527982,0.0,0.5329516734532145,0.018474087299043488
24,2.0,0.00022116951907612305,17.69465608,33.90882106,0.0,0.6270054819137396,0.023426807606395286
