turbine_id,x,y,z,yaw,Cp,Ct,Ctprime,an,u4,v4,REWS,TI,idx,setpoint_0,setpoint_1,controller,wdir,simulator
11,7.576335979139255,7.946458754306039,0.0,-0.10612888126236013,0.4358784526818326,0.7243029692495984,2.0,0.2969383667124579,0.3586537657151686,0.021205329169873777,0.9021336619745073,0.08595392170590756,11,2.0,-0.10612888126236013,yawcontrol,-2.5,MITWindfarm
12,12.0,12.0,0.0,0.0034386739878319987,0.38866503634464883,0.6710068924997526,2.0,0.28698323659270736,0.34082210189639944,-0.0006443218930419104,0.866213254318425,0.14124211458131045,12,2.0,0.0034386739878319987,yawcontrol,-2.5,MITWindfarm
13,16.42366402086074,16.05354124569396,0.0,-0.027773027018785888,0.39046434354566356,0.6730762285984818,2.0,0.287347991542168,0.3416423916201008,0.005387562751658845,0.867690850117425,0.13554653002330241,13,2.0,-0.027773027018785888,yawcontrol,-2.5,MITWindfarm
14,20.84732804172149,20.10708249138792,0.0,0.00022081390779653666,0.40515183337719624,0.689850850754705,2.0,0.29098654593492146,0.3455701025468434,-0.000023361963019512308,0.8782900809110841,0.11738617324356893,14,2.0,0.00022081390779653666,yawcontrol,-2.5,MITWindfarm
15,-0.9008692874154516,8.316581529472822,0.0,-0.2906888069061632,0.5652534094041494,0.8613350607299356,2.0,0.3150097440186233,0.42456635315480773,0.06148215091117989,1.0,0.05299999999999999,15,2.0,-0.2906888069061632,yawcontrol,-2.5,MITWindfarm
16,3.522794733445293,12.370122775166783,0.0,-0.06696778859025569,0.42959490670180844,0.7173251883306311,2.0,0.29624170074769807,0.35418526043792803,0.013360654905385724,0.8964715768034112,0.0885296007050342,16,2.0,-0.06696778859025569,yawcontrol,-2.5,MITWindfarm
17,7.946458754306039,16.42366402086074,0.0,-0.12362563240068877,0.43839466472251254,0.7270877683235304,2.0,0.29706736787987054,0.36098434197983326,0.024705301162467833,0.904650397906816,0.08481346798728207,17,2.0,-0.12362563240068877,yawcontrol,-2.5,MITWindfarm
18,12.370122775166783,20.477205266554705,0.0,-0.25644169154560753,0.4534209297044683,0.743608548814504,2.0,0.2947902629980392,0.38636591319128943,0.05077531770054055,0.9251618305907671,0.07570455611618794,18,2.0,-0.25644169154560753,yawcontrol,-2.5,MITWindfarm
19,16.79378679602753,24.53074651224867,0.0,0.0002206904741546055,0.47549087197352735,0.7675466632128922,2.0,0.3069359097001165,0.3645112643889852,-0.000024616975527099733,0.9264303409082207,0.07515528841739873,19,2.0,0.0002206904741546055,yawcontrol,-2.5,MITWindfarm
20,-4.954410533109414,12.740245550333567,0.0,-0.269522595755737,0.5699056375021394,0.8660546554520013,2.0,0.31730532265462774,0.4201677389025693,0.05743335040890751,1.0,0.05299999999999999,20,2.0,-0.269522595755737,yawcontrol,-2.5,MITWindfarm
21,-0.5307465122486672,16.79378679602753,0.0,-0.3003687657650428,0.5630018676868764,0.8590462683101987,2.0,0.3139014721439894,0.4266919835280584,0.06329973278178204,0.999999999999999,0.05299999999999999,21,2.0,-0.3003687657650428,yawcontrol,-2.5,MITWindfarm
22,3.8929175086120775,20.84732804172149,0.0,-0.3880186628151849,0.5390047196079701,0.8344590783578069,2.0,0.3021922630360456,0.4492268393143309,0.07865205390658622,0.9999999999999986,0.05299999999999999,22,2.0,-0.3880186628151849,yawcontrol,-2.5,MITWindfarm
23,8.316581529472822,24.900869287415453,0.0,-0.39414111008663494,0.5370817173299012,0.8324731682467014,2.0,0.30126143252911314,0.4510239705406797,0.07964225623534905,0.9999999999999964,0.05299999999999999,23,2.0,-0.39414111008663494,yawcontrol,-2.5,MITWindfarm
24,12.740245550333567,28.954410533109414,0.0,0.0002212419411107456,0.5980037046349854,0.894291799137318,2.0,0.33131029508780324,0.3934578223312258,-0.000026694774650245038,0.9999999999999962,0.05299999999999999,24,2.0,0.0002212419411107456,yawcontrol,-2.5,MITWindfarm
