turbine_id,x,y,z,yaw,Cp,Ct,Ctprime,an,u4,v4,REWS,TI,idx,setpoint_0,setpoint_1,controller,wdir,simulator
0,11.259754449666433,-4.954410533109414,0.0,0.0,0.5980036859293254,0.8942917804882492,2.0,0.331310318425561,0.39345780263327673,0.000022617823727939524,1.0,0.05299999999999999,0,2.0,0.0,nocontrol,-2.5,MITWindfarm
1,15.683418470527178,-0.9008692874154516,0.0,0.0,0.3282083648092055,0.5994823882784582,2.0,0.27125862545777796,0.32214155968679925,0.000018518227275392474,0.8187448756405831,0.12392500025723593,1,2.0,0.0,nocontrol,-2.5,MITWindfarm
2,20.10708249138792,3.1526719582785105,0.0,0.0,0.37179343381479635,0.6514450806584458,2.0,0.28277059571060337,0.3358129555587453,0.000019304124059944904,0.8534916662251086,0.15474376994270567,2,2.0,0.0,nocontrol,-2.5,MITWindfarm
3,24.53074651224867,7.206213203972472,0.0,0.0,0.418712415955549,0.7051592782991936,2.0,0.2941974842305651,0.3493833099907027,0.000020084212502500845,0.8879816530575866,0.15940795146368233,3,2.0,0.0,nocontrol,-2.5,MITWindfarm
4,28.954410533109414,11.259754449666433,0.0,0.0,0.4322781453424615,0.7203090172260628,2.0,0.2973409797389032,0.3531164651824152,0.000020298811998330118,0.8974697231040509,0.15992885137079652,4,2.0,0.0,nocontrol,-2.5,MITWindfarm
5,7.206213203972472,-0.5307465122486672,0.0,0.0,0.5980036859293254,0.8942917804882492,2.0,0.331310318425561,0.39345780263327673,0.000022617823727939524,1.0,0.05299999999999999,5,2.0,0.0,nocontrol,-2.5,MITWindfarm
6,11.629877224833217,3.522794733445293,0.0,0.0,0.3282083648092056,0.5994823882784583,2.0,0.27125862545777796,0.3221415596867993,0.000018518227275392477,0.8187448756405832,0.1239250002572359,6,2.0,0.0,nocontrol,-2.5,MITWindfarm
7,16.05354124569396,7.576335979139255,0.0,0.0,0.3717936412515829,0.6514453229680175,2.0,0.2827706482998527,0.33581301801273283,0.00001930412765009681,0.8534918249562028,0.15474376994270564,7,2.0,0.0,nocontrol,-2.5,MITWindfarm
8,20.477205266554705,11.629877224833217,0.0,0.0,0.4215167495810322,0.7083043184320136,2.0,0.29485282093229004,0.3501615753338136,0.0000201289508917925,0.8899596678228352,0.15940795109290948,8,2.0,0.0,nocontrol,-2.5,MITWindfarm
9,24.900869287415453,15.683418470527178,0.0,0.0,0.40948197397997377,0.6947574151417216,2.0,0.29201955691614206,0.3467968451335256,0.000019935530214777433,0.8814079751692163,0.1594079545030957,9,2.0,0.0,nocontrol,-2.5,MITWindfarm
10,3.1526719582785105,3.8929175086120775,0.0,0.0,0.5980036859293254,0.8942917804882492,2.0,0.331310318425561,0.39345780263327673,0.000022617823727939524,1.0,0.05299999999999999,10,2.0,0.0,nocontrol,-2.5,MITWindfarm
11,7.576335979139255,7.946458754306039,0.0,0.0,0.32820836480920534,0.599482388278458,2.0,0.2712586254577779,0.3221415596867992,0.000018518227275392474,0.818744875640583,0.12392500025723602,11,2.0,0.0,nocontrol,-2.5,MITWindfarm
12,12.0,12.0,0.0,0.0,0.3720882858981105,0.651789455683923,2.0,0.28284532669557094,0.33590170464834107,0.000019309225779242522,0.8537172281252713,0.15474376994270517,12,2.0,0.0,nocontrol,-2.5,MITWindfarm
13,16.42366402086074,16.05354124569396,0.0,0.0,0.3693841662750801,0.6486277357877017,2.0,0.2821584754241948,0.3350860132045739,0.000019262335959881865,0.8516440923574505,0.15474376994287817,13,2.0,0.0,nocontrol,-2.5,MITWindfarm
14,20.84732804172149,20.10708249138792,0.0,0.0,0.3693723138703072,0.6486138607306258,2.0,0.2821554575252739,0.33508242920548914,0.000019262129934587672,0.8516349833778833,0.15474376994287808,14,2.0,0.0,nocontrol,-2.5,MITWindfarm
15,-0.9008692874154516,8.316581529472822,0.0,0.0,0.5980036859293254,0.8942917804882492,2.0,0.331310318425561,0.39345780263327673,0.000022617823727939524,1.0,0.05299999999999999,15,2.0,0.0,nocontrol,-2.5,MITWindfarm
16,3.522794733445293,12.370122775166783,0.0,0.0,0.32820836502583867,0.5994823885422496,2.0,0.27125862551745916,0.3221415597576755,0.00001851822727946678,0.81874487582072,0.12392500025723593,16,2.0,0.0,nocontrol,-2.5,MITWindfarm
17,7.946458754306039,16.42366402086074,0.0,0.0,0.32820828827567067,0.5994822950845954,2.0,0.2712586043732218,0.3221415346471833,0.000018518225835996393,0.8187448120006813,0.12392500025723564,17,2.0,0.0,nocontrol,-2.5,MITWindfarm
18,12.370122775166783,20.477205266554705,0.0,0.0,0.3282082882747709,0.5994822950834997,2.0,0.27125860437297394,0.32214153464688894,0.000018518225835979472,0.8187448119999331,0.12392500025723596,18,2.0,0.0,nocontrol,-2.5,MITWindfarm
19,16.79378679602753,24.53074651224867,0.0,0.0,0.32820828827476733,0.5994822950834954,2.0,0.27125860437297294,0.3221415346468878,0.000018518225835979405,0.8187448119999301,0.12392500025723596,19,2.0,0.0,nocontrol,-2.5,MITWindfarm
20,-4.954410533109414,12.740245550333567,0.0,0.0,0.5980036859293254,0.8942917804882492,2.0,0.331310318425561,0.39345780263327673,0.000022617823727939524,1.0,0.05299999999999999,20,2.0,0.0,nocontrol,-2.5,MITWindfarm
21,-0.5307465122486672,16.79378679602753,0.0,0.0,0.5980036859293252,0.894291780488249,2.0,0.33131031842556097,0.3934578026332767,0.00002261782372793952,0.9999999999999999,0.05299999999999999,21,2.0,0.0,nocontrol,-2.5,MITWindfarm
22,3.8929175086120775,20.84732804172149,0.0,0.0,0.5980036859293252,0.894291780488249,2.0,0.33131031842556097,0.3934578026332767,0.00002261782372793952,0.9999999999999999,0.05299999999999999,22,2.0,0.0,nocontrol,-2.5,MITWindfarm
23,8.316581529472822,24.900869287415453,0.0,0.0,0.5980036859293252,0.894291780488249,2.0,0.33131031842556097,0.3934578026332767,0.00002261782372793952,0.9999999999999999,0.05299999999999999,23,2.0,0.0,nocontrol,-2.5,MITWindfarm
24,12.740245550333567,28.954410533109414,0.0,0.0,0.5980036859293252,0.894291780488249,2.0,0.33131031842556097,0.3934578026332767,0.00002261782372793952,0.9999999999999999,0.05299999999999999,24,2.0,0.0,nocontrol,-2.5,MITWindfarm
